session_id,event_name,event_time,event_id,traffic_source,event_metadata
e0c0239d-e240-4506-942f-1e4f09e2ab58,BOOKING,2019-10-11T12:34:55.425431Z,a28d123f-bc0c-4487-9cca-43487a49c1da,MOBILE,{'payment_status': 'Success'}
e0c0239d-e240-4506-942f-1e4f09e2ab58,CLICK,2019-10-10T05:49:27.425431Z,664163d5-2701-4b4e-b452-bb7ed506d374,MOBILE,
e0c0239d-e240-4506-942f-1e4f09e2ab58,SCROLL,2019-10-10T11:58:02.425431Z,68a02678-9a64-43c5-b48d-021c1bca9437,MOBILE,
e0c0239d-e240-4506-942f-1e4f09e2ab58,CLICK,2019-10-10T18:09:31.425431Z,3b4260a5-b45f-45f0-a16f-52b0ad662a8c,MOBILE,
e0c0239d-e240-4506-942f-1e4f09e2ab58,SCROLL,2019-10-11T00:18:05.425431Z,4032dd37-c658-48cc-af35-ca02e258c181,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,HOMEPAGE,2019-10-16T14:08:36.425431Z,a9f33644-1fde-4ea9-83f4-8c300a9d450d,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,ADD_TO_CART,2019-10-16T17:14:23.425431Z,f253b968-8757-412c-bd54-94d9d1cdb001,MOBILE,"{'product_id': 21330, 'quantity': 1, 'item_price': 104384}"
1553b735-081d-4dc5-8d5f-80c1bf442e0f,ADD_PROMO,2019-10-16T20:20:14.425431Z,c86b2a91-0a21-404a-98e9-947d3060fdc2,MOBILE,"{'promo_code': 'WEEKENDSERU', 'promo_amount': 5165}"
1553b735-081d-4dc5-8d5f-80c1bf442e0f,BOOKING,2019-10-19T13:06:22.425431Z,7afa23a0-470c-47f9-a364-c2cb1e5e61ae,MOBILE,{'payment_status': 'Success'}
1553b735-081d-4dc5-8d5f-80c1bf442e0f,SCROLL,2019-10-16T17:10:02.425431Z,cdbae83b-d2cb-41b0-b50f-fb9bc44b4e6d,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,CLICK,2019-10-16T20:17:15.425431Z,3bb69d63-7057-4b5d-9be5-ce4be7eb2629,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,PROMO_PAGE,2019-10-16T23:22:44.425431Z,005d1c8d-228f-4be6-b5ca-bfbb0168ec25,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,CLICK,2019-10-17T02:26:29.425431Z,e5376522-2f49-4c98-b96c-06e62dd66712,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,CLICK,2019-10-17T05:31:27.425431Z,500c9ea9-38b7-432a-83be-20d6163d3466,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,ITEM_DETAIL,2019-10-17T08:35:04.425431Z,ae83d9d4-deba-46ec-82bc-3ba9048c112a,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,CLICK,2019-10-17T11:40:34.425431Z,228fc9e4-b2b2-47e3-bc3a-3e406507f962,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,CLICK,2019-10-17T14:47:42.425431Z,1bf3001e-16fd-460e-a34e-03d18bf94d29,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,CLICK,2019-10-17T17:52:54.425431Z,0006065e-dd2b-44d3-8e4c-0a05da22fb9c,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,CLICK,2019-10-17T20:58:00.425431Z,b7eca63a-ce9d-4d25-8479-b8090cdbf5ed,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,ITEM_DETAIL,2019-10-18T00:03:37.425431Z,f29b3cf1-8b9f-4723-8537-3dfaebd04631,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,CLICK,2019-10-18T03:05:55.425431Z,3f846a9f-2378-4797-b223-df38ecacaf12,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,ITEM_DETAIL,2019-10-18T06:09:56.425431Z,a4a1c449-915b-4263-b207-d994eaa2f172,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,SCROLL,2019-10-18T09:12:19.425431Z,54028ee1-edcc-4dc4-b835-35a8ee398291,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,SCROLL,2019-10-18T12:17:54.425431Z,94746d80-c099-471f-8667-a8ffb41ea0b6,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,HOMEPAGE,2019-10-18T15:21:24.425431Z,268557b5-3907-47fa-91a6-4503178f3125,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,PROMO_PAGE,2019-10-18T18:24:22.425431Z,ae465c1d-128f-46c5-9d46-25ce7c89f6d7,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,PROMO_PAGE,2019-10-18T21:29:47.425431Z,fc084fa6-8f44-43d9-b541-525acce9c0b3,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,SCROLL,2019-10-19T00:33:53.425431Z,330b7d14-a6f5-4558-9f6a-a78ed2a82d23,MOBILE,
1553b735-081d-4dc5-8d5f-80c1bf442e0f,CLICK,2019-10-19T03:37:01.425431Z,bc777601-d8da-4ef0-ba7f-88036a5817cd,MOBILE,
86cd66bb-bd3e-453f-8f1b-c6903e34829a,HOMEPAGE,2019-10-27T01:14:34.425431Z,3e281607-bbdc-4a28-b13d-c22ff235e41e,MOBILE,
86cd66bb-bd3e-453f-8f1b-c6903e34829a,ADD_TO_CART,2019-10-27T05:19:31.425431Z,a06163ca-8ea3-45a4-84e0-4dfcf5966972,MOBILE,"{'product_id': 18926, 'quantity': 3, 'item_price': 172106}"
86cd66bb-bd3e-453f-8f1b-c6903e34829a,BOOKING,2019-10-27T13:20:03.425431Z,bc9549a4-e032-4bf6-aeac-3698eae95cfd,MOBILE,{'payment_status': 'Success'}
86cd66bb-bd3e-453f-8f1b-c6903e34829a,CLICK,2019-10-27T05:17:45.425431Z,c7300ec0-b6ad-47d0-8dae-e5e44c9e3c0a,MOBILE,
d31a46d0-c6ff-4bda-9068-137e8237a6dd,HOMEPAGE,2019-11-03T03:38:34.425431Z,b2c33b5b-c04d-441b-9d56-80c9e8f394cb,MOBILE,
d31a46d0-c6ff-4bda-9068-137e8237a6dd,ADD_TO_CART,2019-11-03T06:46:22.425431Z,5f663545-adeb-4293-b5f9-1be9b2c1bf0d,MOBILE,"{'product_id': 11727, 'quantity': 1, 'item_price': 214692}"
d31a46d0-c6ff-4bda-9068-137e8237a6dd,BOOKING,2019-11-04T13:20:49.425431Z,d86ab0fe-60f8-4be3-b3f5-33fd1cbc3b38,MOBILE,{'payment_status': 'Success'}
d31a46d0-c6ff-4bda-9068-137e8237a6dd,HOMEPAGE,2019-11-03T06:43:26.425431Z,8afc3930-9933-40ef-8cb4-bab62f0a5f5a,MOBILE,
d31a46d0-c6ff-4bda-9068-137e8237a6dd,SCROLL,2019-11-03T09:46:13.425431Z,a21ee779-5211-467c-b97b-5b489667d64e,MOBILE,
d31a46d0-c6ff-4bda-9068-137e8237a6dd,SEARCH,2019-11-03T12:50:15.425431Z,c83729d3-c265-498c-a026-eef964b5d8f3,MOBILE,{'search_keywords': 'Dress Kondangan'}
d31a46d0-c6ff-4bda-9068-137e8237a6dd,HOMEPAGE,2019-11-03T15:53:03.425431Z,e6d50cf7-da10-44d9-b28d-6f5add18567b,MOBILE,
d31a46d0-c6ff-4bda-9068-137e8237a6dd,PROMO_PAGE,2019-11-03T18:57:43.425431Z,7aaf25c0-1436-4894-b356-d7fc1ca3c569,MOBILE,
d31a46d0-c6ff-4bda-9068-137e8237a6dd,SCROLL,2019-11-03T22:04:14.425431Z,15dda049-3e13-4b90-a6b5-7292ee143c22,MOBILE,
d31a46d0-c6ff-4bda-9068-137e8237a6dd,SEARCH,2019-11-04T01:09:18.425431Z,c1fc3fe6-1bd9-4c86-bc28-21393dcc1f1f,MOBILE,{'search_keywords': 'Tas Kerja'}
d31a46d0-c6ff-4bda-9068-137e8237a6dd,HOMEPAGE,2019-11-04T04:12:27.425431Z,3f07502a-dde4-408f-8413-a3458de6ec8e,MOBILE,
d31a46d0-c6ff-4bda-9068-137e8237a6dd,HOMEPAGE,2019-11-04T07:14:59.425431Z,10cfeea9-da96-43e2-bed3-e5db757a305d,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,HOMEPAGE,2019-11-12T01:52:31.425431Z,b24b379d-2042-4014-8c7a-d904d63ddede,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,ADD_TO_CART,2019-11-12T03:00:47.425431Z,f4cb4068-0349-4c2f-af9b-8c7ca9925cd0,MOBILE,"{'product_id': 25446, 'quantity': 3, 'item_price': 135338}"
5b675618-09be-43c6-8653-bb68a0831049,BOOKING,2019-11-12T13:15:21.425431Z,97b5aa09-7708-4bec-84e1-81d81d3d9394,MOBILE,{'payment_status': 'Success'}
5b675618-09be-43c6-8653-bb68a0831049,HOMEPAGE,2019-11-12T03:00:18.425431Z,b998a986-159b-48ee-9fec-6c478bed218e,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SCROLL,2019-11-12T04:09:41.425431Z,de519658-aa19-4c06-a884-4a4feb15d971,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SCROLL,2019-11-12T05:17:02.425431Z,e3e3d463-d76b-4814-bd71-2598cb02b448,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,CLICK,2019-11-12T06:25:42.425431Z,65f4880a-0196-4e4d-aa2b-107091dfa018,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,CLICK,2019-11-12T07:34:25.425431Z,2f2a3122-b4f6-4536-abea-2da417feecc7,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SCROLL,2019-11-12T08:43:12.425431Z,6c331387-3906-431b-9819-38fe64ad026a,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,CLICK,2019-11-12T09:50:33.425431Z,e09f4ae8-ee58-40e0-984d-868a798a7535,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SEARCH,2019-11-12T10:58:06.425431Z,349de31d-8248-49f0-b61f-05a4926a2caa,MOBILE,{'search_keywords': 'T-Shirt'}
5b675618-09be-43c6-8653-bb68a0831049,ITEM_DETAIL,2019-11-12T15:08:29.425431Z,e34171ee-bac6-4942-9840-30c7a850427c,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,PROMO_PAGE,2019-11-12T17:00:18.425431Z,4a9a0a88-297e-4451-a859-51c34241115c,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,PROMO_PAGE,2019-11-12T18:50:48.425431Z,74810c67-9910-4448-8825-9ebfe3090652,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,ITEM_DETAIL,2019-11-12T20:43:20.425431Z,549df4d1-5a96-4775-8a1d-0e051452b670,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,CLICK,2019-11-12T22:37:31.425431Z,e3d6a5da-8682-4dec-8858-ac9cf2532056,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SCROLL,2019-11-13T00:27:55.425431Z,27561f28-571c-47d8-88aa-192a6239061a,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SEARCH,2019-11-13T02:19:07.425431Z,4d62a04c-2781-4c54-97ef-b98ddd2ac83d,MOBILE,{'search_keywords': 'Topi'}
5b675618-09be-43c6-8653-bb68a0831049,SCROLL,2019-11-13T04:08:38.425431Z,584476dd-4b0d-404e-a5fc-a099676f6fb3,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,HOMEPAGE,2019-11-13T06:01:45.425431Z,86579576-7188-42ab-82a5-62bfe74bd774,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,CLICK,2019-11-13T07:51:23.425431Z,00fe06af-f1c9-4837-8ef3-7117731380b7,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,HOMEPAGE,2019-11-13T09:42:22.425431Z,b2a66b5b-a885-49cb-a104-77bb44949da8,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,HOMEPAGE,2019-11-13T11:35:41.425431Z,19165ef7-d3c9-468e-b899-0cc6bdca32aa,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SCROLL,2019-11-13T13:28:52.425431Z,36b4e56e-118c-48e9-8cfb-3252b6f7b012,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SEARCH,2019-11-13T15:19:05.425431Z,cbbc62be-d190-4a8d-becb-7aa2208c8b0c,MOBILE,{'search_keywords': 'Bekas'}
5b675618-09be-43c6-8653-bb68a0831049,ITEM_DETAIL,2019-11-13T17:12:53.425431Z,b43b16ff-9e82-44dd-b156-5f7838076e3a,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,CLICK,2019-11-13T19:04:00.425431Z,3ca35311-dce1-4580-9afe-c460d0f6a59f,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,ITEM_DETAIL,2019-11-13T20:58:36.425431Z,d48ee8b3-00b5-4a7b-a8c9-a791a2cdc209,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,CLICK,2019-11-13T22:52:44.425431Z,dfc73d65-12b2-4a84-aa16-afb375735cbd,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,HOMEPAGE,2019-11-14T00:44:34.425431Z,a2d217ec-9cee-470a-9439-ede798d62050,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SEARCH,2019-11-14T02:35:00.425431Z,418cf647-d128-4a85-a5ee-224e715fbc6c,MOBILE,{'search_keywords': 'T-Shirt'}
5b675618-09be-43c6-8653-bb68a0831049,HOMEPAGE,2019-11-14T04:28:07.425431Z,39134506-4d37-410e-9ef0-1a4852abf35c,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,SCROLL,2019-11-14T06:22:11.425431Z,bb61dfef-7e8f-4823-bcc2-d6e8e92bd21e,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,ITEM_DETAIL,2019-11-14T08:14:08.425431Z,ad0b65f9-62a6-480d-900e-198e1a9ca776,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,HOMEPAGE,2019-11-14T10:04:09.425431Z,719b6455-00f7-49d1-b540-a3eb861c310a,MOBILE,
5b675618-09be-43c6-8653-bb68a0831049,ITEM_DETAIL,2019-11-14T11:56:09.425431Z,afb0cc21-fb75-43bb-91e3-a3a7f2e94e07,MOBILE,
